date,y
2024-04-06 11:00:00,1.04966
2024-04-06 12:00:00,1.04301
2024-04-06 13:00:00,1.02949
2024-04-06 14:00:00,1.00598
2024-04-06 15:00:00,0.9522
2024-04-06 16:00:00,0.95308
2024-04-06 17:00:00,0.91903
2024-04-06 18:00:00,0.90215
2024-04-06 19:00:00,0.89353
2024-04-06 20:00:00,0.95291
2024-04-06 21:00:00,1.02074
2024-04-06 22:00:00,1.05564
2024-04-06 23:00:00,1.12831
2024-04-07 00:00:00,1.16098
2024-04-07 01:00:00,1.23488
2024-04-07 02:00:00,1.33385
2024-04-07 03:00:00,1.36315
2024-04-07 04:00:00,1.4227
2024-04-07 05:00:00,1.49557
2024-04-07 06:00:00,1.53691
2024-04-07 07:00:00,1.6138
2024-04-07 08:00:00,1.64934
2024-04-07 09:00:00,1.68231
2024-04-07 10:00:00,1.7135
2024-04-07 11:00:00,1.76242
2024-04-07 12:00:00,1.69933
2024-04-07 13:00:00,1.71217
2024-04-07 14:00:00,1.73268
2024-04-07 15:00:00,1.74046
2024-04-07 16:00:00,1.78526
2024-04-07 17:00:00,1.79646
2024-04-07 18:00:00,1.86389
2024-04-07 19:00:00,1.84419
2024-04-07 20:00:00,1.87337
2024-04-07 21:00:00,1.90773
2024-04-07 22:00:00,1.87332
2024-04-07 23:00:00,1.86826
2024-04-08 00:00:00,1.89887
2024-04-08 01:00:00,1.90725
2024-04-08 02:00:00,1.99639
2024-04-08 03:00:00,1.96808
2024-04-08 04:00:00,1.987
2024-04-08 05:00:00,1.98599
2024-04-08 06:00:00,2.02464
2024-04-08 07:00:00,2.10564
2024-04-08 08:00:00,2.09205
2024-04-08 09:00:00,2.07385
2024-04-08 10:00:00,2.13618
2024-04-08 11:00:00,2.19105
2024-04-08 12:00:00,2.18106
2024-04-08 13:00:00,2.19896
2024-04-08 14:00:00,2.23082
2024-04-08 15:00:00,2.20745
2024-04-08 16:00:00,2.21931
2024-04-08 17:00:00,2.18451
2024-04-08 18:00:00,2.2483
2024-04-08 19:00:00,2.19088
2024-04-08 20:00:00,2.20595
2024-04-08 21:00:00,2.24324
2024-04-08 22:00:00,2.27464
2024-04-08 23:00:00,2.29726
2024-04-09 00:00:00,2.28182
2024-04-09 01:00:00,2.23164
2024-04-09 02:00:00,2.24857
2024-04-09 03:00:00,2.25635
2024-04-09 04:00:00,2.24337
2024-04-09 05:00:00,2.23614
2024-04-09 06:00:00,2.22124
2024-04-09 07:00:00,2.24592
2024-04-09 08:00:00,2.23508
2024-04-09 09:00:00,2.2267
2024-04-09 10:00:00,2.1957
2024-04-09 11:00:00,2.15342
2024-04-09 12:00:00,2.1476
2024-04-09 13:00:00,2.15432
2024-04-09 14:00:00,2.15467
2024-04-09 15:00:00,2.12609
2024-04-09 16:00:00,2.07431
2024-04-09 17:00:00,2.05244
2024-04-09 18:00:00,2.00598
2024-04-09 19:00:00,1.95889
2024-04-09 20:00:00,1.98269
2024-04-09 21:00:00,1.92226
2024-04-09 22:00:00,1.86906
2024-04-09 23:00:00,1.8437
2024-04-10 00:00:00,1.80281
2024-04-10 01:00:00,1.75738
2024-04-10 02:00:00,1.78125
2024-04-10 03:00:00,1.74952
2024-04-10 04:00:00,1.79332
2024-04-10 05:00:00,1.77512
2024-04-10 06:00:00,1.81038
2024-04-10 07:00:00,1.90141
2024-04-10 08:00:00,1.95798
2024-04-10 09:00:00,2.05698
2024-04-10 10:00:00,2.12509
2024-04-10 11:00:00,2.26567
2024-04-10 12:00:00,2.34098
2024-04-10 13:00:00,2.41938
2024-04-10 14:00:00,2.52913
2024-04-10 15:00:00,2.59669
2024-04-10 16:00:00,2.68373
2024-04-10 17:00:00,2.7255
2024-04-10 18:00:00,2.75175
2024-04-10 19:00:00,2.73148
2024-04-10 20:00:00,2.71098
2024-04-10 21:00:00,2.72586
2024-04-10 22:00:00,2.72296
2024-04-10 23:00:00,2.706
2024-04-11 00:00:00,2.44934
2024-04-11 01:00:00,2.54162
2024-04-11 02:00:00,2.58761
2024-04-11 03:00:00,2.66995
2024-04-11 04:00:00,2.75386
2024-04-11 05:00:00,2.792
2024-04-11 06:00:00,2.81944
2024-04-11 07:00:00,2.8267
2024-04-11 08:00:00,2.77442
2024-04-11 09:00:00,2.68133
2024-04-11 10:00:00,2.63682
2024-04-11 11:00:00,2.55438
2024-04-11 12:00:00,2.41936
2024-04-11 13:00:00,2.28551
2024-04-11 14:00:00,2.18379
2024-04-11 15:00:00,2.09296
2024-04-11 16:00:00,1.96107
2024-04-11 17:00:00,1.93467
2024-04-11 18:00:00,1.82891
2024-04-11 19:00:00,1.80388
2024-04-11 20:00:00,1.81716
2024-04-11 21:00:00,1.80682
2024-04-11 22:00:00,1.83406
2024-04-11 23:00:00,1.83341
2024-04-12 00:00:00,1.89879
2024-04-12 01:00:00,1.90038
2024-04-12 02:00:00,1.9653
2024-04-12 03:00:00,1.99362
2024-04-12 04:00:00,2.02252
2024-04-12 05:00:00,2.1018
2024-04-12 06:00:00,2.11079
2024-04-12 07:00:00,2.16432
2024-04-12 08:00:00,2.21136
2024-04-12 09:00:00,2.22735
2024-04-12 10:00:00,2.27757
2024-04-12 11:00:00,2.27977
2024-04-12 12:00:00,2.27461
2024-04-12 13:00:00,2.27694
2024-04-12 14:00:00,2.3233
2024-04-12 15:00:00,2.35324
2024-04-12 16:00:00,2.35642
2024-04-12 17:00:00,2.35292
2024-04-12 18:00:00,2.40942
2024-04-12 19:00:00,2.43611
